,paper_id,country,org,org_type,team
262,92,Germany,Univ Freiburg,,"Su, Chao; Klein, Marie-Luise; Hernandez-Reyes, Casandra; Batzenschlager, Morgane; Ditengou, Franck Anicet; Lace, Beatrice; Ott, Thomas"
263,92,Germany,Univ Freiburg,,"Hernandez-Reyes, Casandra; Ott, Thomas"
264,92,France,Univ Toulouse,,"Keller, Jean; Delaux, Pierre-Marc"
265,93,TX 79409 USA,Texas Tech Univ,,"Dhakal, Madhav; West, Charles P.; Brown, Philip; Green, Paul E."
266,93,MS 38756 USA,USDA ARS,,"Dhakal, Madhav"
267,93,TX 79409 USA,Texas Tech Univ,,"Villalobos, Carlos"
268,94,NM 88401 USA,New Mexico State Univ,,"Lauriault, Leonard M."
269,94,NM 87031 USA,New Mexico State Univ,,"Marsalis, Mark A."
270,94,NM 88401 USA,Mesalands Community Coll,,"Groesbeck, John D."
271,95,Brazil,Univ Sao Paulo ESALQ USP,,"Pedreira, Carlos G. S.; Otani, Lyssa; Basto, Debora C."
272,95,Brazil,Fed Rural Univ Pernambuco UFRPE,,"Silva, Valdson J."
273,95,Argentina,Fac Ciencias Vet FCV UNCPBA,,"Ferragine, Maria D. C."
274,95,Brazil,Embrapa Pecuaria Sudeste,,"Tonato, Felipe"
275,95,GA 30602 USA,Univ Georgia,,"Bouton, Joseph H."
276,96,TX 79409 USA,Texas Tech Univ,,"Dhakal, Madhav; West, Charles P.; Deb, Sanjit K."
277,96,MS 38776 USA,USDA ARS,,"Dhakal, Madhav"
278,96,TX 79409 USA,Texas Tech Univ,,"Villalobos, Carlos"
279,96,TX 79409 USA,Texas Tech Univ,,"Sarturi, Jhones O."
280,97,FL 32611 USA,Univ Florida,,"Acharya, Janam P.; Lopez, Yolanda; Rios, Esteban F."
281,97,Brazil,Univ Fed Lavras,,"Gouveia, Beatriz Tome"
282,97,FL 32611 USA,Univ Florida,,"Oliveira, Ivone de Bem; Resende, Marcio F. R., Jr.; Munoz, Patricio R."
283,98,Poland,Univ Sci & Technol,,"Andrzejewska, Jadwiga; Ignaczak, Stanislaw"
284,98,WI 53706 USA,Univ Wisconsin,,"Albrecht, Kenneth A."
285,99,Hungary,Natl Agr Res & Innovat Ctr NARIC,,"Kisvarga, Szilvia"
286,99,Hungary,Debrecen Univ,,"Barna, Dome; Kovacs, Szilvia; Csatari, Gabor; Toth, Ibolya O.; Fari, Miklos Gabor; Makleit, Peter; Veres, Szilvia; Alshaal, Tarek; Bakonyi, Nora"
287,99,Egypt,Kafrelsheikh Univ,,"Alshaal, Tarek"
288,100,Canada,Univ British Columbia,,"Wang, Siyun; Chen, Jessica"
289,100,Canada,Eatmore Sprouts & Greens Ltd,,"Wakeling, Carmen"
290,100,Canada,Agr & Agri Food Canada,,"Bach, Susan; Orban, Steve; Delaquis, Pascal"
291,101,Australia,Univ Queensland,,"Ison, Kieran A. D.; Quigley, Simon"
292,101,Australia,Queensland Dept Agr & Fisheries,,"Ison, Kieran A. D.; Benvenutti, Marcelo A.; Mayer, David G.; Barber, David G."
293,102,Australia,Univ Queensland,,"Ison, Kieran A. D.; Quigley, Simon"
294,102,Australia,Queensland Dept Agr & Fisheries,,"Ison, Kieran A. D.; Benvenutti, Marcelo A.; Mayer, David G.; Barber, David G."
295,103,Canada,Univ Toronto,,"Zhang, Xuechun; Wang, Lucian; Li, Judith; Batstone, Rebecca, I; Frederickson, Megan E."
296,104,Turkey,Yildiz Tech Univ,,"Ulusoy, Esma; Erisen, Semiha"
297,104,Turkey,Yildiz Tech Univ,,"Derman, Serap"
298,105,Romania,Carol Davila Univ Med & Pharm Bucharest,,"Chiriac, Elena Roxana; Gird, Cerasela Elena; Boscencu, Rica"
299,105,Romania,Dunarea de Jos Univ Galati,,"Chiriac, Elena Roxana; Chitescu, Carmen Lidia; Lupoae, Mariana"
300,105,Romania,Dunarea de Jos Univ Galati,,"Borda, Daniela; Blaga, Giorgiana-Valentina"
301,105,Romania,ICSI Rm Valcea,,"Geana, Elisabeta-Irina"
302,106,MN 55108 USA,Univ Minnesota,,"Michno, Jean-Michel; Stupar, Robert M.; Myers, Chad L."
303,106,MN USA,Univ Minnesota,,"Michno, Jean-Michel; Liu, Junqi; Stupar, Robert M."
304,106,MN 55108 USA,Univ Minnesota,,"Jeffers, Joseph R.; Myers, Chad L."
305,107,WI 53706 USA,Univ Wisconsin,,"Schenck, Craig A.; Westphal, Josh; Maeda, Hiroshi A."
306,107,WI 53706 USA,Univ Wisconsin,,"Jayaraman, Dhileepkumar; Garcia, Kevin; Ane, Jean-Michel"
307,107,NC USA,North Carolina State Univ,,"Garcia, Kevin"
308,107,OK USA,Noble Res Inst LLC,,"Wen, Jiangqi; Mysore, Kirankumar S."
309,107,WI 53706 USA,Univ Wisconsin,,"Ane, Jean-Michel"
310,107,MO USA,Univ Missouri,,"Sumner, Lloyd W."
311,107,MO USA,Univ Missouri,,"Sumner, Lloyd W."
312,107,MO USA,Univ Missouri,,"Sumner, Lloyd W."
313,107,MI 48824 USA,Michigan State Univ,,"Schenck, Craig A."
314,108,Greece,Agr Univ Athens,,"Ventouris, Yannis E.; Tani, Eleni; Papadopoulos, Georgios"
315,108,Greece,HAO DEMETER Terma Alkmanos,,"Avramidou, Evangelia V."
316,108,Greece,Aristotle Univ Thessaloniki,,"Abraham, Eleni M."
317,108,Greece,Agr Univ Athens,,"Chorianopoulou, Styliani N."
318,108,Greece,HAO DEMETER,,"Vlachostergios, Dimitrios N."
319,108,Greece,Hellen Agr Org Demeter HAO Demeter,,"Kapazoglou, Aliki"
320,109,OR 97331 USA,Oregon State Univ,,"Jaaf, Shana; Krueger, Angela; Estill, Charles T.; Bionaz, Massimo"
321,109,OR 97331 USA,Oregon State Univ,,"Batty, Brandon; Estill, Charles T."
322,110,OK 73401 USA,Noble Res Inst,,"Boschiero, Clarissa; Dai, Xinbin; Lundquist, Peter Knut; Roy, Sonali; Zhang, Shulan; Zhuang, Zhaohong; Torres-Jerez, Ivone; Udvardi, Michael K.; Scheible, Wolf-Rudiger; Zhao, Patrick Xuechun"
323,110,MI 48824 USA,Michigan State Univ,,"Lundquist, Peter Knut"
324,110,Denmark,Univ Copenhagen,,"de Bang, Thomas Christian"
325,110,Denmark,Univ Copenhagen,,"de Bang, Thomas Christian"
326,111,WA 99350 USA,USDA ARS,,"Medina, Cesar Augusto; Hawkins, Charles; Liu, Xiang-Ping; Yu, Long-Xi"
327,111,UT 84322 USA,USDA ARS,,"Peel, Michael"
328,111,CA 94305 USA,Carnegie Inst Sci,,"Hawkins, Charles"
329,111,Peoples R China,Heilongjiang Bayi Agr Univ,,"Liu, Xiang-Ping"
330,112,WA 99350 USA,USDA ARS,,"Yu, Long-Xi; Culma, Cesar Medina; Lin, Sen; Niu, Yi; Hu, Jinguo"
331,112,Peoples R China,Chinese Acad Agr Sci,,"Zhang, Fan; Zhang, Tiejun; Yang, Qingchuan"
332,112,ID USA,S&W Seed Co,,"Smith, Mark"
333,113,Argentina,Inst Agrobiotecnol & Biol Mol IABIMO CONICET,,"Brambilla, Silvina; Soto, Gabriela; Jozefkowicz, Cintia; Ayub, Nicolas"
334,113,Argentina,Inst Genet IGEAF INTA,,"Brambilla, Silvina; Soto, Gabriela; Jozefkowicz, Cintia; Ayub, Nicolas"
335,113,Argentina,Estn Expt Agr Manfredi INTA,,"Odorizzi, Ariel; Arolfo, Valeria"
336,113,Canada,Ottawa Res & Dev Ctr AAFC,,"McCormick, Wayne"
337,113,Argentina,Dept Biol Mol UNRC,,"Primo, Emiliano; Giordano, Walter"
338,114,Brazil,Univ Fed Vicosa,,"dos Santos, Iara Goncalves; Cruz, Cosme Damiao"
339,114,Brazil,Univ Fed Mato Grosso do Sul,,"Teodoro, Paulo Eduardo"
340,114,Brazil,Embrapa Gado Leite,,"Ferreira, Reinaldo de Paula"
341,115,Peoples R China,Nanjing Agr Univ,,"Dong, Zhihao; Shao, Tao; Li, Junfeng; Yang, Lili; Yuan, Xianjun"
342,116,Peoples R China,Inner Mongolia Univ Nationalities,,"Li, Chun"
343,116,Canada,Agr & Agri Food Canada,,"Beauchemin, Karen A.; Yang, Wenzhu"
344,117,France,INRA,,"Gruffat, D.; Durand, D.; Rivaroli, D.; Prache, S."
345,117,France,Clermont Univ,,"Gruffat, D.; Durand, D.; Rivaroli, D.; Prache, S."
346,117,Brazil,Univ Estadual Maringa,,"Rivaroli, D.; do Prado, I. N."
347,118,Peoples R China,Northwest Normal Univ,,"Meng, Shujuan; Mo, Zunli; Li, Zhenliang; Guo, Ruibin; Liu, Nijuan"
348,118,Peoples R China,Northwest Minzu Univ,,"Meng, Shujuan"
349,119,India,Reg Ctr Biotechnol,,"Gupta, Megha; Sharma, Gunjan; Saxena, Divya; Gupta, Varsha; Gupta, Arunima; Gupta, Rashi; Chandran, Divya"
350,119,India,Bionivid Technol Pvt Ltd,,"Budhwar, Roli; Vasudevan, Madavan"
351,119,India,Kalinga Inst Ind Technol,,"Gupta, Megha"
352,119,India,Jawaharlal Nehru Univ,,"Saxena, Divya"
353,120,Peoples R China,Gansu Agr Univ,,"Li, Haiyun; Yao, Tuo; Ma, Yachun; Zhang, Huirong; Yang, Xiaolei"
354,120,Peoples R China,Gansu Agr Univ,,"Li, Haiyun; Yao, Tuo; Ma, Yachun; Zhang, Huirong; Yang, Xiaolei"
355,120,Peoples R China,Lanzhou Univ,,"Qiu, Yizhi"
356,121,Peoples R China,Henan Agr Univ,,"Lu, Chaoyang; Jing, Yanyan; Zhang, Huan; Tahir, Nadeem; Zhang, Quanguo; Wang, Yi; Liang, Xiaoyu; Wang, Jian; Jin, Peng; Zhang, Xueting"
357,121,Peoples R China,Huanghe S&T Univ,,"Lu, Chaoyang; Zhang, Quanguo; Li, Wenzhe; Wang, Yi"
358,121,Taiwan,Natl Taiwan Univ,,"Lee, Duu-Jong"
359,122,Russia,St Petersburg State Univ,,"Azarakhsh, Mahboobeh; Rumyantsev, Andrey M.; Lebedeva, Maria A.; Lutova, Lyudmila A."
360,122,Iran,Kosar Univ Bojnord,,"Azarakhsh, Mahboobeh"
361,123,Peoples R China,Hebei Univ Technol,,"Li, Liang; Zhu, Pengyue; Wang, Xiaoyang; Zhang, Zhenhua"
362,123,Peoples R China,Natl Local Joint Engn Lab Energy Conservat Chem P,,"Li, Liang"
363,123,Peoples R China,Tianjin Univ,,"Zhu, Pengyue"
364,124,Argentina,Inst Nacl Tecnol Agr,,"Berone, German D."
365,124,Argentina,Univ Nacl Mar del Plata,,"Berone, German D."
366,124,Argentina,Inst Nacl Tecnol Agr,,"Sardina, Maria C."
367,124,New Zealand,Lincoln Univ,,"Moot, Derrick J."
368,125,Peoples R China,Harbin Normal Univ,,"An, Yimin; Yang, Xiao-Xue; Zhang, Lishuang; Zhang, Jun; Du, Binghao; Yao, Lin; Guo, Changhong"
369,125,Peoples R China,BTBU,,"Li, Xiu-ting"
370,126,Peoples R China,Chinese Acad Sci,,Zhao Baolin; He Liangliang; Liu Ye; He Hua; Bai Quanzi; Zhou Shaoli; Zheng Xiaoling; Liu Yu; Chen Jianghua
371,126,Peoples R China,Univ Chinese Acad Sci,,He Liangliang; Bai Quanzi; Zhou Shaoli; Zheng Xiaoling
372,126,Peoples R China,Hebei Normal Univ,,Jiang Chuan
373,126,Peoples R China,Univ Sci & Technol China,,Liu Ye
374,126,OK 73401 USA,Noble Res Inst,,"Wen Jiangqi; Mysore, Kirankumar S."
375,126,OK 73401 USA,Oklahoma State Univ,,"Tadege, Million"
376,126,Peoples R China,Fujian Agr & Forestry Univ,,Liu Renyi
377,127,NV 89557 USA,Univ Nevada,,"Forister, Matthew L.; Yoon, Su'ad A.; Richards, Lora A."
378,127,NV 89557 USA,Univ Nevada,,"Forister, Matthew L.; Yoon, Su'ad A.; Philbin, Casey S.; Dodson, Craig D.; Richards, Lora A."
379,127,NV 89557 USA,Univ Nevada,,"Philbin, Casey S.; Dodson, Craig D."
380,127,NV 89557 USA,Univ Nevada,,"Hart, Bret"
381,127,WY 82071 USA,Univ Wyoming,,"Harrison, Joshua G.; Buerkle, C. Alex"
382,127,WY 82071 USA,Univ Wyoming,,"Harrison, Joshua G.; Buerkle, C. Alex"
383,127,Israel,Agr Res Org,,"Shelef, Oren"
384,127,TN USA,Univ Tennessee,,"Fordyce, James A."
385,127,New Zealand,Univ Canterbury,,"Marion, Zachary H."
386,127,TX USA,Texas State Univ,,"Nice, Chris C."
387,127,UT 84322 USA,Utah State Univ,,"Gompert, Zach"
388,128,PA 15260 USA,Univ Pittsburgh,,"Cassidy, Steven T.; Burr, Audrey A.; Reeb, Rachel A.; Pardo, Ana L. Melero; Woods, Kamron D.; Wood, Corlett W."
389,128,FL USA,Univ Florida,,"Cassidy, Steven T."
390,129,Peoples R China,Northwest A&F Univ,,Zhang Xiangyu; Zhang Huijuan; Zhang Haoqiang; Tang Ming
391,129,Peoples R China,South China Agr Univ,,Tang Ming
392,130,Brazil,Univ Fed Vicosa,,"dos Santos, Iara Goncalves; Santos de Carvalho Rocha, Joao Romero do Amaral; Cruz, Cosme Damiao"
393,130,Brazil,Embrapa Southeast Livestock,,"Zanoto Vigna, Bianca Baccili; Ferreira, Reinaldo de Paula; Scorsolini Marchini, Renato Maldigamm"
394,130,Argentina,Natl Inst Agr Technol,,"Horacio Basigalup, Daniel"
395,131,Peoples R China,Shenyang Univ Chem Technol,,"Gao, Pinyi; Bian, Jun; Xu, Shuangshuang; Sun, Yuqiu"
396,131,Peoples R China,Shenyang Univ Chem Technol,,"Gao, Pinyi; Li, Danqi; Liu, Xuegui"
397,131,Peoples R China,Shenyang Univ Chem Technol,,"Liu, Changfeng; Zhang, Gongling"
398,131,Peoples R China,Shenyang Univ Chem Technol,,"Liu, Xuegui"
399,131,Peoples R China,Shenyang Univ Chem Technol,,"Li, Danqi"
400,132,Turkey,Univ Tokat Gaziosmanpasa Univ,,"Yesilayer, Nihat; Mutlu, Gamze"
401,132,Turkey,Univ Tokat Gaziosmanpasa Univ,,"Yildirim, Arda"
402,133,Peoples R China,Lanzhou Univ,,"Wang, X.; Ding, T.; Li, Y.; Guo, Y.; Duan, T."
403,133,Peoples R China,Zhejiang Univ,,"Wang, X."
404,134,Peoples R China,Nanjing Agr Univ,,"Gao, Limin; Su, Jing; Tian, Qian; Shen, Yixin"
405,135,Peoples R China,Northwest A&F Univ,,"He, Honghua; Wu, Miaomiao; Guo, Lei; Fan, Chenbin"
406,135,Peoples R China,Chinese Acad Sci & Minist Water Resources,,"He, Honghua; Wang, Xia; Peng, Qi"
407,135,Peoples R China,Univ Chinese Acad Sci,,"Wang, Xia; Peng, Qi"
408,136,Netherlands,Wageningen Univ & Res,,"Huisman, Rik; Hontelez, Jan; Bisseling, Ton; Limpens, Erik"
409,137,Peoples R China,Nanjing Agr Univ,,"Shi, Haifan; Guo, Zhenfei"
410,137,Peoples R China,South China Agr Univ,,"He, Xueying; Zhao, Yujuan; Lu, Shaoyun"
411,138,Peoples R China,Beijing Forestry Univ,,"Wang, Tie Mei; Xia, Kao Hui; Jin, Cheng"
412,139,Peoples R China,China Agr Univ,,"Zheng, Mingli; Niu, Dongze; Jiang, Di; Li, Rongrong; Xu, Chuncheng"
413,139,Peoples R China,Beijing Acad Agr & Forestry Sci,,"Zheng, Mingli; Meng, Lin"
414,140,Egypt,City Sci Res & Technol Applicat,,"Abdelkhalek, Ahmed; Hafez, Elsayed"
415,140,Saudi Arabia,King Saud Univ,,"Al-Askar, Abdulaziz Abdulrahman"
416,141,Peoples R China,Inner Mongolia Univ,,"Wu, Jiabin; Niu, Jianming; Xu, Xiangtian"
417,141,Peoples R China,China Inst Water Resources & Hydropower Res,,"Wu, Jiabin; Li, Heping; Liu, Tiejun; Zheng, Hexiang; Miao, Shu"
418,141,Peoples R China,China Inst Water Resources & Hydropower Res,,"Wu, Jiabin; Li, Heping; Liu, Tiejun; Zheng, Hexiang; Miao, Shu"
419,142,Italy,CNR,,"D'Addabbo, Trifone"
420,142,Italy,Univ Bari Aldo Moro,,"Argentieri, Maria Pia; Avato, Pinarosa"
421,142,Poland,State Res Inst,,"Zuchowski, Jerzy; Oleszek, Wieslaw"
422,142,Italy,CREA Res Ctr Anim Prod & Acquaculture,,"Biazzi, Elisa; Tava, Aldo"
423,143,Italy,Univ Perugia,,"Falistocco, Egizia"
424,144,Peoples R China,Chinese Acad Agr Sci,,"Ma, Lin; Yi, Dengxia; Yang, Junfeng; Liu, Xiqiang; Pang, Yongzhen"
425,144,Peoples R China,Chinese Acad Sci,,"Yang, Junfeng"
426,144,Peoples R China,China Agr Univ,,"Liu, Xiqiang"
427,145,Czech Republic,Czech Univ Life Sci Prague,,"Mbarki, Sonia; Skalicky, Milan; Vachova, Pavla; Brestic, Marian; Hejnak, Vaclav"
428,145,Tunisia,Natl Inst Res Rural Engn Water & Forests INRGREF,,"Mbarki, Sonia"
429,145,Iran,Behbahan Khatam Alanbia Univ Technol,,"Hajihashemi, Shokoofeh"
430,145,Tunisia,Natl Inst Agron Res Tunisia,,"Jouini, Latifa; Khelil, Aziza Zoghlami"
431,145,Slovakia,Slovak Univ Agr,,"Zivcak, Marek; Brestic, Marian"
432,145,Czech Republic,Czech Univ Life Sci Prague,,"Tlustos, Pavel"
433,146,Argentina,Inst Nacl Tecnol Agr,,"Renzi, Juan Pablo"
434,146,Czech Republic,Palacky Univ,,"Duchoslav, Martin; Hradilova, Iveta; Smykal, Petr"
435,146,Czech Republic,Palacky Univ,,"Brus, Jan; Pechanec, Vilem"
436,146,Czech Republic,Palacky Univ,,"Vaclavek, Tadeas; Machalova, Jitka; Hron, Karel"
437,146,France,Univ Angers,,"Verdier, Jerome"
438,147,Russia,All Russia Res Inst Agr Microbiol,,"Yurkov, Andrey; Kryukov, Alexey; Gorbunova, Anastasia; Sherbakov, Andrey"
439,147,Russia,St Petersburg State Univ,,"Gorbunova, Anastasia"
440,147,Russia,Russian Acad Sci,,"Dobryakova, Ksenia"
441,147,Russia,Russian Acad Sci,,"Mikhaylova, Yulia"
442,147,Russia,All Russia Res Inst Agr Microbiol,,"Afonin, Alexey"
443,147,Russia,St Petersburg State Univ,,"Shishova, Maria"
444,148,Peoples R China,Henan Univ Sci & Technol,,"Li, W.; Yu, S. Y.; Cheng, P.; Zhang, J. B."
445,149,UT 84322 USA,USDA ARS,,"Pitts-Singer, Theresa L."
446,150,Peoples R China,Beijing Forestry Univ,,"Guo, Tao; Li, Yinruizhi; Yuan, Jianbo; Xu, Lixin; Zhang, Tiejun; Chao, Yuehui; Han, Liebao"
447,150,Peoples R China,Nanjing Agr Univ,,"Wang, Shumin"
448,151,Canada,Agr & Agri Food Canada,,"Bertrand, Annick; Levesque, Vicky; Claessens, Annie; Rocher, Solen; Tremblay, Gaetan F."
449,151,Canada,Agr & Agri Food Canada,,"Gatzke, Craig"
450,151,Canada,Ctr Rech Grains Inc CEROM,,"Bipfubusa, Marie"
451,151,Canada,Univ Laval,,"Chalifour, Francois P.; Beauchamp, Chantal J."
452,152,Canada,Univ Saskatchewan,,"Bhattarai, Surendra; Biswas, Dilip; Biligetu, Bill"
453,152,Canada,Agr & Agri Food Canada,,"Fu, Yong-Bi"
454,153,Poland,Univ Life Sci,,"Dziwulska-Hunek, Agata; Kornarzynska-Gregorowicz, Agnieszka; Matwijczuk, Arkadiusz"
455,153,Poland,Univ Warmia & Mazury,,"Niemczynowicz, Agnieszka"
456,154,NM 30003 USA,New Mexico State Univ,,"Kankarla, Vanaja; Shukla, Manoj K.; Picchioni, Geno A."
457,154,NM 88003 USA,New Mexico State Univ,,"VanLeeuwen, Dawn"
458,154,NM 88003 USA,New Mexico State Univ,,"Schutte, Brian J."
459,155,Peoples R China,China Agr Univ,,"Wang, Bing"
460,155,Peoples R China,China Agr Univ,,"Sun, Zhiqiang; Yu, Zhu"
461,156,Peoples R China,Lanzhou Univ,,"Liu, Xulei; Liu, Fuyao; Chang, Shenghua; Hou, Fujiang"
462,156,North Ireland,Agrifood & Biosci Inst,,"Yan, Tianhai"
463,156,Thailand,Khon Kaen Univ,,"Wanapat, Metha"
464,157,Peoples R China,Jilin Agr Univ,,"Ngalavu, Asavela; Jiang, Hailong; Nyingwa, Pakama Siphelele"
465,157,Peoples R China,Jilin Agr Univ,,"Jiang, Hailong"
466,157,Peoples R China,Foshan Univ,,"El-Ashram, Saeed"
467,157,Egypt,Kafrelsheikh Univ,,"El-Ashram, Saeed"
468,157,AR 72701 USA,Univ Arkansas,,"Tellez-Isaias, Guillermo"
469,157,Egypt,Al Azhar Univ,,"Farouk, Mohammed Hamdy"
470,157,SD 57007 USA,South Dakota State Univ,,"Seidu, Adams"
471,157,South Africa,Univ Limpopo,,"Tyasi, Thobela Louis"
472,158,Argentina,Inst Nacl Tecnol Agr INTA,,"Montenegro, Luciano F.; Descalzo, Adriana M.; Cunzolo, Sebastian A.; Perez, Carolina D."
473,158,Argentina,Univ Nacl Lomas de Zamora,,"Montenegro, Luciano F."
474,158,Argentina,Consejo Nacl Invest Cient & Tecn CONICET,,"Montenegro, Luciano F.; Descalzo, Adriana M.; Perez, Carolina D."
475,158,Argentina,Univ Moron,,"Cunzolo, Sebastian A.; Perez, Carolina D."
476,159,New Zealand,Lincoln Univ,,"Ta, Hung T.; Moot, Derrick J."
477,159,New Zealand,New Zealand Inst Plant & Food Res Ltd,,"Teixeira, Edmar, I; Brown, Hamish E."
478,160,Poland,Univ Life Sci,,"Grela, E. R.; Winiarska-Mieczan, A."
479,160,Poland,Univ Life Sci,,"Knaga, S.; Zieba, G."
480,161,Peoples R China,Lanzhou Univ Lanzhou,,"Hu, Xiaowen; Yang, Lingjie; Zhang, Zuxin; Wang, Yanrong"
481,162,UT 84322 USA,ARS,,"Waldron, Blair L.; Peel, Michael D.; Jensen, Kevin B."
482,162,UT 84322 USA,Utah State Univ,,"Bingham, Troy J.; Creech, J. Earl; Heaton, Kevin"
483,162,UT 84322 USA,Utah State Univ,,"Miller, Rhonda"
484,162,UT 84322 USA,Utah State Univ,,"ZoBell, Dale R.; Eun, Jong-Su"
485,162,UT 84322 USA,Utah State Univ,,"Snyder, Donald L."
486,162,UT USA,Valley Agron,,"Bingham, Troy J."
487,162,South Korea,CJ CheilJedang,,"Eun, Jong-Su"
488,163,Spain,Univ Lleida,,"Hadidi, Milad; Pagan, Jordi; Ibarz, Albert"
489,163,Iran,Islamic Azad Univ,,"Khaksar, Fatemeh Baradaran"
490,164,Switzerland,Univ Zurich,,"Clauss, Marcus; Frei, Samuel; Hatt, Jean-Michel"
491,164,Switzerland,Swiss Fed Inst Technol,,"Kreuzer, Michael"
492,165,Argentina,Univ Nacl Cordoba,,"Avalos, Susana"
493,165,Czech Republic,Czech Univ Life Sci Prague,,"Gonzalez, Ezequiel"
494,165,Argentina,UNC,,"Mangeaud, Arnaldo"
495,165,Argentina,Univ Nacl Cordoba,,"Valladares, Graciela"
496,166,Peoples R China,Jilin Agr Univ,,"Liu Xiuming; Ahmad, Naveed; Zhang Jiwei; Wang Zhenghao; Guo Yingnan; Yao Na; Dong Yuanyuan; Wang Nan; Li Xiaowei; Wang Fawei; Li Haiyan; Li Xiaokun"
497,166,Peoples R China,Jilin Agr Univ,,"Liu Xiuming; Ahmad, Naveed; Guo Yingnan"
498,167,Spain,Gobierno Navarra,,"Soba, David; Aranjuelo, Iker"
499,167,Spain,Univ Barcelona,,"Soba, David; Mueller, Maren; Munne-Bosch, Sergi"
500,167,Spain,Univ Barcelona,,"Mueller, Maren; Munne-Bosch, Sergi"
501,168,VT 05405 USA,Univ Vermont,,"Wang, Qingbin"
502,168,Peoples R China,Nankai Univ,,"Yang, Zou"
503,169,CA 93106 USA,Univ Calif Santa Barbara,,"Staples, Nathan C.; Hess, Nicole; Staples, Michelle A.; Weissert, Christian; Finkelstein, Ruth R.; Cooper, James B."
504,169,CA 93106 USA,Univ Calif Santa Barbara,,"Erickson, B. Joy; Cooper, James B."
505,169,CA 95401 USA,Santa Rosa Jr Coll,,"Erickson, B. Joy"
506,169,CA 94061 USA,Canada Coll,,"Staples, Nathan C."
507,169,Germany,Univ Hamburg,,"Weissert, Christian"
508,170,France,Univ Rennes,,"Vannier, Nathan; Mony, Cendrine; Vandenkoornhuyse, Philippe"
509,170,France,Univ Claude Bernard Lyon 1,,"Bittebiere, Anne-Kristel"
510,170,Germany,Max Planck Inst Pflanzenzuchtungsforsch,,"Vannier, Nathan"
511,171,Denmark,Aarhus Univ,,"Pulido-Moncada, Mansonia; Katuwal, Sheela; Munkholm, Lars"
512,171,Belgium,Univ Ghent,,"Ren, Lidong; Cornelis, Wim"
513,172,Germany,Leibniz Ctr Agr Landscape Res ZALF,,"Beck-Broichsitter, Steffen; Gerke, Horst H.; Leue, Martin"
514,172,Germany,Univ Bayreuth,,"von Jeetze, Patrick J."
515,172,Germany,Christian Albrechts Univ Kiel,,"Horn, Rainer"
516,173,Spain,Univ Lleida,,"Clemente-Orta, Gemma; Madeira, Filipe; Sossai, Samuel; Juarez-Escario, Alejandro; Albajes, Ramon"
517,173,Spain,IRTA Ctr Cabrils,,"Batuecas, Ivan"
518,174,Canada,Univ Montreal,,"Brereton, N. J. B.; Desjardins, D.; Labrecque, M.; Pitre, F. E."
519,174,Canada,Montreal Bot Garden,,"Labrecque, M.; Pitre, F. E."
520,174,Canada,McGill Univ,,"Gonzalez, E."
521,174,Canada,Genome Quebec Innovat Ctr,,"Gonzalez, E."
522,174,Canada,McGill Univ,,"Gonzalez, E."
523,175,Peoples R China,South China Agr Univ,,"He, Liwen; Xing, Yaqi; Chen, Xiaoyang; Zhang, Qing"
524,175,Peoples R China,South China Agr Univ,,"Lv, Hongjian; Wang, Cheng"
525,175,Peoples R China,Chinese Acad Agr Sci,,"You, Xiangwei"
526,176,Argentina,Inst Agrobiotecnol & Biol Mol IABIMO CONICET,,"Pascuan, Cecilia; Bottero, Emilia; Ayub, Nicolas; Soto, Gabriela"
527,176,Argentina,Inst Genet IGEAF INTA,,"Pascuan, Cecilia; Bottero, Emilia; Ayub, Nicolas; Soto, Gabriela"
528,176,MO 64110 USA,Univ Missouri,,"Kapros, Tamas"
529,177,Peoples R China,Univ Hong Kong,,"Lui, Andy C. W.; Chan, Kwun Ho; Wang, Lanxiang; Lo, Clive"
530,177,Japan,Kyoto Univ,,"Lam, Pui Ying; Tobimatsu, Yuki"
531,178,Czech Republic,Agr Res Ltd,,"Lang, Jaroslav; Zikmundova, Bara"
532,178,Czech Republic,Masaryk Univ,,"Bartak, Milos; Hajek, Josef; Vaczi, Peter"
533,179,Peoples R China,Beijing Forestry Univ,,"Zhou, Zhixiang; Ma, Cuina; Chao, Yuehui; Han, Liebao"
534,179,Peoples R China,Tibet Vocat Tech Coll,,"Liu, Haicong"
535,180,Mexico,CONACYT,,"Gonzalez-Mendez, Blanca"
536,180,Mexico,Univ Nacl Autonoma Mexico,,"Gonzalez-Mendez, Blanca"
537,180,Mexico,Univ Nacl Autonoma Mexico,,"Gerardo Ruiz-Suarez, Luis"
538,180,Mexico,Univ Nacl Autonoma Mexico,,"Siebe, Christina"
539,181,Qatar,Texas A&M Univ Qatar,,"Kogbara, Reginald B.; Yiming, Wubulikasimu; Iyengar, Srinath R."
540,181,Qatar,Minist Municipal & Environm,,"Abdalla, Osman A. E.; Al-Wawi, Hayel M."
541,181,Qatar,QSTP LLC,,"Onwusogh, Udeogu C.; Youssef, Karim; Al-Ansary, Marwa; Sunifar, Parilakathoottu A.; Arora, Dhruv"
542,182,Spain,Univ Lleida,,"Hadidi, Milad; Ibarz, Albert; Pagan, Jordi"
543,183,Peoples R China,Shihezi Univ,,"Zhang, Qianbing; Liu, Junying; Liu, Xuanshuai; Li, Shengyi; Sun, Yanliang; Lu, Weihua; Ma, Chunhui"
