,paper_id,financial_name,financial_code,type
380,178,"Ministry of Agriculture of the Czech RepublicMinistry of Agriculture, Czech Republic","MZE-RO1719, CZ.02.1.01/0.0/0.0/16_013/0001708",
381,179,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,2019ZY11,
382,179,Tibet Science and Technology Major Projects of Pratacultural Industry,,
383,180,DGAPA-PAPIIT program,"IN113307, AV100218",
384,180,National Autonomous University of Mexico (UNAM)Universidad Nacional Autonoma de Mexico,,
385,181,Qatar Shell Research and Technology Center award,M1601898,
386,183,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31660693,
387,183,Fok Ying Tung Education Foundation of ChinaFok Ying Tung Education Foundation,171099,
388,183,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,"2018T111120, 2017M613252",
389,183,Youth Innovation Talent Cultivation Program of Shihezi University,CXRC201605,
390,183,China Agriculture Research System,CARS-34,
391,184,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31672481,
392,184,Chinese Agriculture Research System-Green Manure,CARS-22-G-04,
393,185,Ministry of Higher Education and Scientific ResearchMinistry of Higher Education & Scientific Research (MHESR),UR/13 ES-73,
394,186,Science and Technology Innovation Funds of Gansu Agricultural University,GSAU-XKJS-2018-008,
395,186,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31460622,
396,186,Modern Agriculture Industry Technology System of Gansu Province-Herbivorous Livestock Industry System,GARS-CS-3,
397,187,Liaoning Science Public Welfare Research Fund Project of Liaoning Science and Technology Department of P.R. China,20170023,
398,188,National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China,"31672482, 31401915",
399,189,INRAE,,
400,189,Centre National de la Recherche ScientifiqueCentre National de la Recherche Scientifique (CNRS),,
401,189,University of Nice-Sophia-Antipolis,,
402,189,French Government through the LABEX SIGNALIFE program,ANR-11-LABX-0028-01,
403,189,French Government through the STAYPINK project,ANR-15-CE20-0005,
404,190,National Science Foundation (NSF) Plant Genome ProgramNational Science Foundation (NSF),IOS-1734145,
405,191,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31700338, 31860118",
406,191,Fundamental Research Funds for the Central Public-interest Scientific Institution,"1610322019012, 1610322019013",
407,191,Agricultural Science and Technology Innovation Program of Chinese Academy of Agricultural Sciences,CAASASTIP-2019-LIHPS-08,
408,192,Strategic Priority Research Program of Chinese Academy of Science,XDA20100102,
409,192,National Key Basic Research Program of ChinaNational Basic Research Program of China,2014CB138706,
410,192,Changjiang Scholars and Innovative Research Team in UniversityProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),IRT17R50,
411,192,"111 projectMinistry of Education, China - 111 Project",B12002,
412,193,National Key Research and Development Plan of China,2017YFC0504504,
413,193,Natural Science Basic Research Program of Shaanxi Province,2019JM-411,
414,193,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,41301570,
415,193,Fundamental Research Funds for Central Universities in China,,
416,193,Light of West China Program of Chinese Academy of Sciences,,
417,194,National Natural Science Foundation of China (National Science Foundation of China)National Natural Science Foundation of China,"31460622, 31460622",
418,195,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31671270,
419,195,Chinese Academy of SciencesChinese Academy of Sciences,KFJ-STS-ZDTP-056,
420,196,China scholarship council (CSC)China Scholarship Council,,
421,196,IMAGEEN program from the European Communities,,
422,196,Tunisian government (bourse d'alternance),,
423,196,Institut National de la Recherche Agronomique,,
424,196,Centre National de la Recherche ScientifiqueCentre National de la Recherche Scientifique (CNRS),,
425,196,University of Nice-Sophia Antipolis,,
426,196,"French Government (National Research Agency, ANR) through the ""STAYPINK"" projectFrench National Research Agency (ANR)",ANR-15-CE20-0005,
427,196,"French Government (National Research Agency, ANR) through the ""Investments for the Future"" LABEX SIGNALIFE: programFrench National Research Agency (ANR)",ANR-11LABX-0028-01,
428,197,Italian Ministry of Agricultural and Forestry Policies of Italy,,
429,198,"USDA National Institute of Food and Agriculture, Hatch project",NEV00756,
430,199,French National Research Agency (ANR) grantFrench National Research Agency (ANR),ANR-11-BSV7-010-02,
431,199,Government of Nouvelle Caledonie,,
432,199,"French Ministry of ResearchMinistry of Research, France",,
433,200,"Ministry of Education, University and ResearchMinistry of Education, Universities and Research (MIUR)",ARS01_00637,
434,201,Agriculture and Agri-Food CanadaAgriculture & Agri Food Canada,,
435,201,Dairy Farmers of Canada,,
436,201,Canadian Dairy Network,,
437,201,Canadian Dairy Commission under the Agri-Science Clusters Initiative,,
438,202,Agrovast,,
439,202,Rural Economy and Agricultural Society Sjuharad,,
440,202,Fundacao de Amparo a Pesquisa do Estado de Sao PauloFundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP),2018/072682,
441,202,Sveriges Lantbruksuniversitet,,
442,203,Cooperative Research Program for Agriculture Science & Technology DevelopmentRural Development Administration (RDA),PJ01193504,
443,203,"National Institute of Animal Science - RDA, Republic of Korea",,
444,204,DGAPA-PAPIITPrograma de Apoyo a Proyectos de Investigacion e Innovacion Tecnologica (PAPIIT),IN206317,
445,205,Gansu Agricultural University discipline construction special foundation,GAU-XKJS-2018-111,
446,205,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31560238,
447,205,Provincial Natural Science Foundation of Gansu,17JR5RA145,
448,205,University of Western Australia,,
449,207,National Natural Science FoundationNational Natural Science Foundation of China,"31471945, 31670446, U1803110",
450,207,Jilin Provincial Science and Technology Department Natural Science Foundation,20180101126JC,
451,207,"National Key R&D Program of China-Investigating Mechanism on Leaching, Loss, Pollution and Control of N and P in Agroecosystems",2016YFD0800103,
452,207,Jilin Provincial Science and Technology Department,201801011,
453,207,Jilin Special Program for Key Science and Technology Research,Y8D1161001,
454,208,"Consiglio Nazionale delle Ricerche (CNR), ItalyItalian National Research Council",,
455,208,"Institute of Environment and Sustainable Development, Banaras Hindu University, Varanasi, India",,
456,209,National Key Research and Development Program of China,"2017YFE0118100, 2016YFD0200303",
457,209,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"U1706211, 51790532",
458,209,Special Fund for Scientific Research in the Public Interest,201411009,
459,209,European UnionEuropean Union (EU),773903,
460,210,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"51679238, 51621061, 51939005",
461,210,Hebei Forage Industry Innovation Team of Modern Agro-industry Technology Research System of China,HBCT2018160202,
462,212,National Centre for Research and Development,BIO-STRATEG2/298205/9/NCBR/2016,
463,213,National Natural Science Foundation of China (CN)National Natural Science Foundation of China,"41701367, 41877133",
464,213,he Fundamental Research Funds for the Central Universities,PT1906,
465,213,National Key Research and Development Program of China,2017YFD0801503,
466,214,AgriFutures Australia,PRJ-009751,
467,214,Queensland Department of Agriculture and Fisheries through the Queensland Alliance for Agriculture and Food Innovation,,
468,214,University of Queensland through the Queensland Alliance for Agriculture and Food Innovation,,
469,215,USDA National Institute of Food and Agriculture Hatch projects,"1004803, 1021538",
470,215,Cornell University Hatch Project,2016-17-189,
471,216,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31502000,
472,216,Program for Changjiang Scholars and Innovative ResearchTeam in UniversityProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),"IRT_17R50, 33",
473,218,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31172249,
474,218,National Key Project of Scientific and Technical Supporting Programs of China,2014CB138706,
475,218,Program for Changjiang Scholars and Innovative Research Team in the University of ChinaProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),IRT13019,
476,218,Marginal Region Agriculture Project of Tottori University,,
477,219,CONICYT ChileComision Nacional de Investigacion Cientifica y Tecnologica (CONICYT),,
478,219,FONDECYT de Iniciacion 2014,11140135,
479,219,German National Science FoundationGerman Research Foundation (DFG),DFG SCHU 1602/7-1,
480,220,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31572460,
481,221,Open Fund of Cultivation State Key Laboratory of Qinba Biological Resources and Ecological Environment of Shaanxi University of Technology,SLGPT2019KF0402,
482,221,Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31870488, 41571300",
483,221,Projects of Shaanxi Province of China,"2019JM-413, 2018SZS-27-07",
484,221,project of Foreign Experts Bureau of Shaanxi province of China,"GDT20186100430B, G20190241001",
485,221,Special Plan in the Major Research & Development of the 13rd Five Year Plan of China,"2018YFC1800501, 2016YED0800802",
486,222,Key projects of Guangzhou Science and Technology Plan,201904020022,
487,222,National Key Research and Development Program of China,2018YFD0600203,
488,222,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,41671268,
489,223,Alentejo2020 Program through European Regional Development Fund (ERDF)European Union (EU),ALT20-03-0145-FEDER-000040,
490,223,"Fundacao para a Ciencia e Tecnologia (FCT), PortugalPortuguese Foundation for Science and Technology","SFRH/BPD/76836/2011, UID/CVT/276/2019",
491,224,Southern Sustainable Agriculture Research and Education Program (SARE),LS14-261,
492,225,"Qassim University, Kingdom of Saudi Arabia",,
493,226,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31772672,
494,226,Provincial Research and Development Program of Henan,182102110090,
495,227,National Key R&D Programme of China,2016YFA0500500,
496,227,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),BB/L010305/1,
497,227,Biotechnology and Biological Sciences Research Council (BBSRC)Biotechnology and Biological Sciences Research Council (BBSRC),"BB/J014524/1, BB/M011216/1",
498,227,BBSRCBiotechnology and Biological Sciences Research Council (BBSRC),"BB/P007112/1, BB/P012574/1",
499,228,Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31370277, 31570241, 31900214",
500,229,Fondo Nacional de Desarrollo Cientifico y Tecnologico FONDECYT ChileComision Nacional de Investigacion Cientifica y Tecnologica (CONICYT)CONICYT FONDECYT,11160697,
501,229,Vicerrectoria de Investigacion -Pontificia Universidad Catolica de Chile,,
502,230,"Hungarian National Office for Research, Development and Innovation (NKFIH)","GINOP 2.3.2-15-2016-00014 Evomer, GINOP 2.3.2-15-2016-00015 I-KOM, GINOP-2.3.2-15-2016-00001, GINOP-2.3.2-15-2016-00020",
503,230,ERCEuropean Research Council (ERC),269067,
504,230,NKFIH Frontline Research project,KKP129924,
505,230,Balzan research grant,,
506,230,,TUDFO/47138-1/2019-ITM FIKP,
507,230,,20391-3/2018/FEKUSTRAT,
508,231,"University Research Council award, University of Central Arkansas, AR",,
509,231,"Arkansas Center for Plant-Powered Production, as part of the National Science Foundation's Research Infrastructure Improvement Award",EPS-1003970,
510,231,"Arkansas INBRE program - National Institute of General Medical Sciences, (NIGMS) from the National Institutes of Health",P20 GM103429,
511,232,"Victorian Department of Jobs, Precincts and Regions",,
512,233,National Transgenic Science and Technology Program,2019ZX08010-002,
513,233,Agricultural Science and Technology Innovation Program of Chinese Academy of Agricultural Sciences (CAAS),CAAS-ZDXT2019004,
514,233,Central Public-interest Scientific Institution Basal Research Fund,1610392020005,
515,233,US National Science FoundationNational Science Foundation (NSF),"DBI 0703285, IOS-1127155",
516,233,Noble Research Institute LLC,,
517,234,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31872420,
