keyword,freq
database,27
PLAYER,27
urea,27
Proteomic analysis,27
PROLINE ACCUMULATION,27
Hydrogen peroxide,27
fermentation parameter,27
glyphosate,27
RESCUE,27
genetic diversity,27
Chloride,27
Sensory,27
PROLIFERATION,27
Plant community,27
Compost,27
SAP,27
Festuca arundinacea,27
IMMATURE,27
Screening,27
Adsorption,27
FLAVONOID BIOSYNTHESIS,27
Aerobic Stability,27
shoot ratio,27
KNOT,27
metabolizable energy,27
abiotic,27
NITROGENASE ACTIVITY,27
GWAS,27
polluted soil,27
Alfalfa Pellet,27
microsymbiont,27
arbuscular mycorrhizal symbiosis,27
Feral alfalfa,27
nitrogen fertilizer,27
Urea,27
catalase,27
almond,27
PROTOZOA,27
SEED WEIGHT,27
stomatal conductance,27
Medicarpin,27
Crude fiber,27
MEADOW,27
California,27
M. minima,27
phytoestrogen,27
BED,27
milk protein,27
NUTRIENT CONTENT,27
DEPENDENCE,26
isotope,26
STAND DENSITY,26
arsenic,26
Farming system,26
landscape,26
Terpene,26
iron,26
Fusarium oxysporum,26
subsoil,26
body weight gain,26
retention,26
EVAPOTRANSPIRATION,26
FTa1,26
dormancy,26
Sulphate,26
channel,26
feed conversion ratio,26
pathosystem,26
dairy,26
BASIN,26
Precipitation,26
semiarid,26
anthocyanidin,26
SEM,26
Phaseolus vulgaris,26
in vitro gas production,26
cell cycle,26
Alfalfa meal,26
n2o emission,26
N utilization,26
polypeptide,26
Actinobacteria,26
ORCHARDGRASS,26
CURCULIONIDAE,26
protein source,26
hydrogen peroxide,26
succession,26
COLEOPTERA,26
cation,26
WATER EXTRACTION,26
CHILE,26
Subcellular,26
alfalfa pellet,26
Strawberry,26
SILAGE QUALITY,26
Nutrient uptake,26
transmembrane,26
GROWTH INHIBITION,26
PROTEOLYSIS,26
rice,26
SANDY LOAM,26
PROLINE,26
SHOOT GROWTH,26
BUCHNERI,26
REPRESSION,26
Alpacas,26
COMMUNITY COMPOSITION,26
barrel medic,26
Groundwater,25
forage production,25
Bulk density,25
SLUDGE,25
allocation,25
farming system,25
Trigonella,25
forest,25
weed control,25
Alfalfa Meal,25
phytohormone,25
COUMESTROL,25
LUCERNE SILAGE,25
UREASE,25
Lotus corniculatus,25
cholesterol,25
anthocyanin,25
fescue,25
Mycorrhiza,25
LITTER,25
Chicory,25
gene expression analysis,25
al tolerance,25
DORMANCY,25
vacuole,25
water content,25
Fibrous,25
triticale,25
deposition,25
FCR,25
feedback,25
ARGININE,25
Triticum aestivum,25
arbuscular,25
Oxidative Stress,25
NONDORMANT,25
PHENANTHRENE,25
TETRAPLOID ALFALFA,25
perspective,25
Effector,25
Electrolyte leakage,25
Rumination,25
energy value,25
nutrient uptake,25
Nicotiana tabacum,25
In vitro gas production,25
translation,25
soil organic carbon,25
mite,25
TRANSLOCATION,25
Sinorhizobium medicae,25
DISTRICT,25
Meat quality,25
quantitative trait loci,25
SRAP,25
live weight,25
statistical analysis,25
Recurrent selection,25
DEPRIVATION,24
Carcass,24
Dairy goat,24
soybean meal,24
CATABOLISM,24
EXOGENOUS APPLICATION,24
Remediation,24
Hydrogen,24
Behaviour,24
PYRENE,24
SYNTHETASE,24
FORAGE PRODUCTION,24
biological control,24
DEHYDRATION,24
plant yield,24
Forage nutritive value,24
EASTERN AUSTRALIA,24
nodule formation,24
N-2 fixation,24
Sustainability,24
SPL,24
Drought and salt stress,24
alkali stress,24
Phoma medicaginis,24
AGRICULTURAL LAND,24
electron microscopy,24
ALLOCATION,24
yield response,24
Irradiation,24
METHYLTRANSFERASE,24
Cd stress,24
Soil organic matter,24
Alfalfa juice,24
altitude,24
Drainage,24
Root biomass,24
polyethylene glycol,24
Cotton,24
ASCORBATE PEROXIDASE,24
phylogenetic analysis,24
DEATH,24
NO3-,24
regulatory network,24
rearrangement,24
Weevil,24
PHLOEM,24
plant defense,24
Barley grain,24
MEDICINE,24
PREVALENCE,24
Alfalfa seedling,24
Trace element,24
ANGLE,24
Topsoil,24
ARCHITECTURE,24
Deep soil,24
resistance gene,24
Net photosynthetic rate,24
trichome,24
export,24
ascorbate peroxidase,24
Sorghum,24
Colour,24
starter,24
ROOT LENGTH,24
Adelphocoris lineolatus,23
Cloning,23
Imaging,23
onion,23
Average daily gain,23
Biological control,23
MOLD,23
DROUGHT RESISTANCE,23
COTTON,23
Alfalfa biomass,23
stylo,23
Heat stress,23
DRAINAGE,23
ATRAZINE,23
AMYLASE,23
CONSTRUCTION,23
Nodules,23
Vicia faba,23
virulence,23
STRAW,23
natural population,23
oxidase,23
Membrane protein,23
INFRARED REFLECTANCE SPECTROSCOPY,23
morphology,23
USAGE,23
Rumen,23
ILEAL,23
land use,23
Crioula,23
RECRUITMENT,23
FLUORESCENCE,23
symbiotic nitrogen fixation,23
INVASION,23
modelling,23
atriplex,23
sediment,23
Fluorescence,23
REPRODUCTION,23
Glomus,23
spontaneous heating,23
CEP,23
hemicellulose,23
intraspecific,23
glutamate,23
chemical analysis,23
Soil water content,23
SGL1,23
TRANSDUCTION PATHWAY,23
SULFATE,23
utilisation,23
Morphology,23
Medicago arborea,23
INDIAN MUSTARD,23
mycorrhizal colonization,23
Ensifer medicae,23
Elevation,23
total digestible nutrient,23
Italian ryegrass,23
lactose,23
fitness,23
early flowering,23
ECOLOGY,23
Acclimation,23
Salicylic acid,23
Stomatal conductance,23
BLAST,22
DIVERSIFICATION,22
nitrate reductase,22
Lotus,22
lactation performance,22
Switchgrass,22
Quantitative trait loci,22
SPIKING,22
fluctuation,22
rDNA,22
GENUS MEDICAGO,22
NPN,22
NORTHEAST CHINA,22
SORGHUM,22
SPANISH,22
Tobacco,22
LIGNIN CONTENT,22
Transcriptional regulation,22
GLUTATHIONE,22
ALFALFA WEEVIL,22
Prairie,22
soil type,22
CCaMK,22
FORAGE MASS,22
Priming,22
sugar beet,22
issr,22
Aluminum,22
Lolium,22
dry matter digestibility,22
FILTRATION,22
Lysimeter,22
BATCH,22
Ozone,22
Butanol,22
Boron,22
Sorghum bicolor,22
SUCCINOGLYCAN,22
Furrow,22
Urease,22
Soybean meal,22
wilting,22
Growth performance,22
DNA damage,22
PRECIPITATION,22
Extraction,22
Clustering,22
MAPK,22
timothy,22
Micromonospora,22
Europe,22
dairy farm,22
glycerol,22
Citric acid,22
Festulolium,22
climate change,22
Water regime,22
Blood metabolite,22
Water potential,22
ANTENNAE,22
immune response,22
conductance,22
Crop production,22
Fractionation,22
root elongation,22
Cullen,22
METAL UPTAKE,22
AGRICULTURAL PRODUCTION,22
Lactobacillus buchneri,22
Rhizobacteria,22
TOMATO,22
HEMIPTERA,22
microRNAs,22
Relative Feed Value,22
Endophyte,22
PHOTOPERIOD,22
PHOSPHORYLATION,22
AVG,22
meat quality,22
Codon,22
aerobic stability,22
Turkey,22
GANSU,22
forage yield and quality,22
REVERSE TRANSCRIPTION,22
RARE,22
spectroscopy,22
Hybridization,22
Acid treatment,22
TEM,22
FATE,22
CANADA,22
RANGELAND,22
mapping population,21
heritability,21
microarray,21
reproduction,21
COMPETENCE,21
heterozygosity,21
Nitrous oxide,21
MtN5,21
COPPER,21
ASH,21
alfalfa grassland,21
REP,21
novaluron,21
FTIR,21
geese,21
Phalaris,21
coumarin,21
Complementation,21
signaling pathway,21
MELILOTI,21
ABIOTIC STRESS TOLERANCE,21
RHIZOBIUM SYMBIOSIS,21
QPCR,21
AUTOTETRAPLOID ALFALFA,21
EXTENSION,21
Nutritional quality,21
P5CS,21
molecular weight,21
Vitamin E,21
Bioassay,21
imaging,21
sweet clover,21
Allelopathic potential,21
DIET DIGESTIBILITY,21
INVESTMENT,21
HETEROSIS,21
phylogenetic relationship,21
HETEROLOGOUS EXPRESSION,21
MOBILIZATION,21
MOISTURE,21
alfalfa saponin,21
WEIGHT GAIN,21
forage system,21
caterpillar,21
seed bank,21
FRANCE,21
FRAGMENT LENGTH POLYMORPHISM,21
Isoflavone,21
CARRIER,21
northern China,21
triterpene saponin,21
mutualism,21
grape,21
Spatial distribution,21
RUE,21
Isozyme,21
TRIFOLII,21
Protease,21
fecundity,21
PEAT,21
fibrolytic enzyme,21
Clover,21
ZNO,21
feeding system,21
ELEVATED CO2,21
fiber digestibility,21
rehydration,21
Dispersal,21
salicylic acid,21
Sewage sludge,21
SOIL FERTILITY,21
ELK,21
RICE STRAW,21
Steel,21
MtFTa1,21
SOUTHERN AUSTRALIA,21
DISEASE SEVERITY,21
ANIMAL FEED,21
Spain,21
CONFIGURATION,21
Lactic Acid Bacteria,21
Polycyclic aromatic hydrocarbon,21
RESISTANT ALFALFA,21
Radish,21
CALIBRATION,21
Lolium perenne,21
Population structure,21
Methane,21
soil moisture,21
irrigation water,21
SOWN,21
Forage quality,20
Fermentation Quality,20
conservation,20
CONSERVATION,20
SPRING GROWTH,20
ELISA,20
vine,20
PIPELINE,20
water quality,20
water deficit stress,20
PROPIONATE RATIO,20
In vitro fermentation,20
Linkage map,20
Forage production,20
litter,20
CLOVER SILAGE,20
TASMANIA,20
cold acclimation,20
Linoleic acid,20
SUSCEPTIBILITY,20
Pectin,20
BROAD RANGE,20
LISTERIA,20
phloem,20
CONSTANS,20
DGGE,20
cbf,20
plant development,20
MICROBIAL BIOMASS,20
CALMODULIN,20
root activity,20
SNPs,20
Microsatellite,20
Lucerne fodder,20
protoplast,20
antioxidant capacity,20
Greece,20
FITNESS,20
pod wall,20
HOMEOSTASIS,20
aqueous extract,20
sunflower,20
rhizobial symbiosis,20
lucerne silage,20
BIOLOGY,20
GRAPEVINE,20
response gene,20
EQUILIBRIUM,20
alkaline stress,20
NAD1,20
Genetic variation,20
regression model,20
gene expression profile,20
Stress tolerance,20
ACTIN,20
Genetic control,20
LEAFY,20
Evaporation,20
F. oxysporum,20
Glandular,20
gibberellin,20
Molecular weight,20
BIODIVERSITY,20
susceptibility,20
soil microbial community,20
fungal pathogen,20
seed quality,20
ENSIFER,20
embryogenesis,20
Malate,20
Competition,20
WIND,20
Elongation,20
Biodiesel,20
Regeneration,20
Nitric oxide,20
nutrient digestibility,20
kidney,20
Agricultural practice,20
SPECTROSCOPY,20
milk composition,20
RNA interference,19
Chlorophyll content,19
Coumestrol,19
F-1,19
ANNUAL MEDICAGO,19
Leaf water potential,19
Rhizobium sp,19
Common vole,19
hydrolysis,19
Milk protein,19
INTERFACE,19
Defensin,19
genetic distance,19
Chitin,19
TDP1,19
RESPIRATION,19
MITIGATION,19
Soil nitrogen,19
Arid climate,19
Root rot,19
sickle,19
MICROSYMBIONT,19
repressor,19
chicory,19
hsf,19
heat shock protein,19
saline water,19
DILUTION,19
SEED PRODUCTION,19
proteomic analysis,19
TRANSGENIC ARABIDOPSIS,19
Utah,19
JUGLONE,19
salinity tolerance,19
Wind speed,19
crude fibre,19
Broiler,19
Coccinellidae,19
XYLOSE,19
Vascular bundle,19
VELOCITY,19
MELATONIN,19
PHENYLALANINE,19
Green fluorescent protein,19
Xinjiang,19
Alfalfa forage,19
Flavodoxin,19
CMV,19
Fine root,19
KEGG,19
hay yield,19
Zinc,19
XYLEM,19
liveweight,19
insertion mutant,19
FLY,19
AFLP,19
mutagenesis,19
invasion,19
risk assessment,19
fenugreek,19
weaning,19
APOPLAST,19
Infiltration,19
Indirect effect,19
ALIGNMENT,19
lucerne hay,19
Pb stress,19
parturition,19
Onobrychis,19
solitary bee,19
Fouling,19
Ploidy level,19
Plantain,19
evolution,19
blood metabolite,19
Alternative splicing,19
Nitrogen source,19
OVIPOSITION,19
water treatment,19
biotechnology,19
LIMOS,19
bioassay,19
Phenanthrene,19
APPARATUS,19
Photosystem II,19
2-de,19
DIFFUSION,19
Triticum aestivum L.,19
Life cycle,19
Trifolium subterraneum,19
Feed efficiency,19
Lettuce,19
RECOMBINATION,19
Cellulase,19
canola,19
Translocation,19
forage nutritive value,19
LEGUMINOSAE,19
Ascorbic acid,19
Trifolium,19
Feedlot,19
CAS9,19
Genetic engineering,19
water uptake,18
soil nutrient,18
spermine,18
ANTIBACTERIAL,18
S. typhimurium,18
cold tolerance,18
auxin response,18
malic acid,18
VIGOR,18
Reference genome,18
physiological mechanism,18
chilling,18
Corn Stover,18
EXTRUSION,18
Alfalfa grassland,18
Cu stress,18
miR171h,18
Pheromone,18
Phloem,18
ENOD11,18
EXPRESSION ANALYSIS,18
beef cattle,18
alfalfa germplasm,18
SPRING WHEAT,18
Ruminal Fermentation,18
Ash,18
polyunsaturated fatty acid,18
TURNOVER,18
Cynodon dactylon,18
mycotoxin,18
autoregulation of nodulation,18
SUBSURFACE,18
Canola,18
TRANSPIRATION,18
RUMINAL FLUID,18
KNOX,18
Power,18
RUMINAL FERMENTATION,18
microsatellite,18
CORN STOVER,18
BIOGENESIS,18
SODIUM,18
KEY REGULATOR,18
ROUGHAGE,18
net return,18
Cluster analysis,18
Aerobic stability,18
UPGMA,18
sludge,18
STAND AGE,18
Cicer arietinum,18
SEPARATION,18
JAPONICUS,18
Western blot,18
microelement,18
atrazine,18
Permeability,18
city,18
TRANSGENIC TOBACCO,18
RHIZOBACTERIA,18
plant density,18
metabolisable energy,18
Chlorophyll fluorescence,18
LYSINE,18
Vetch,18
Medicago truncatula seed,18
oat hay,18
Silage additive,18
Lucerne silage,18
DISCHARGE,18
DNA METHYLATION,18
suicide,18
endosymbiont,18
BAR,18
HAY YIELD,18
Medicagenic acid,18
crop growth,18
flax,18
CALLI,18
ASCORBATE,18
Mycorrhizal colonization,18
Semiarid,18
lea protein,18
ril,18
PIN,18
phenotyping,18
vanadium,18
orchardgrass,18
regeneration,18
ADSORPTION,18
GR24,18
dehydrin,18
Avena sativa,18
MELILOTUS,18
Soil structure,18
Nitrogen fertilization,18
Glomus mosseae,18
METAL ACCUMULATION,18
PAL,18
Stem Diameter,18
N TRANSFER,18
Sprinkler irrigation,18
Soil mineral N,18
symbiotic bacteria,18
Seed vigour,18
Gene expression pattern,18
haylage,18
switchgrass,18
fructose,18
INTROGRESSION,18
M. oleifera,18
Defence,18
iTRAQ,18
Soyasaponin,18
Nutrient Digestibility,18
heat stress,18
Sediment,17
light lamb,17
soil n,17
Ramie,17
selenium,17
solubility,17
Manitoba,17
Wilt,17
desiccation tolerance,17
alfalfa haylage,17
Signal transduction,17
redox,17
Sunlight,17
Antioxidant response,17
OXYGEN,17
CITY,17
STUBBLE,17
Nitrogen metabolism,17
Saline soil,17
South Africa,17
kura clover,17
pest management,17
cell proliferation,17
SENESCENCE,17
MYCELIUM,17
Ascorbate,17
Algeria,17
establishment year,17
EASTERN CANADA,17
Antioxidant system,17
EVAPORATION,17
urea nitrogen,17
INSULIN,17
IRRIGATION WATER,17
ASSIMILATION,17
biofilm,17
Antisense,17
lipid metabolism,17
Companion crop,17
Salmonella Typhimurium,17
Onobrychis viciifolia,17
RNA INTERFERENCE,17
Buffalo,17
jasmonate,17
calmodulin,17
environmental change,17
total tract digestibility,17
Lolium multiflorum,17
zinc finger,17
Synergistic effect,17
Nitrogenase Activity,17
AUXIN TRANSPORT,17
Plant hormone,17
effluent,17
GENE FLOW,17
hay production,17
ETHYLENE BIOSYNTHESIS,17
Optimization,17
Micronutrient,17
infection process,17
silage fermentation,17
NUTRITION,17
pollen viability,17
AM INOCULATION,17
Economic return,17
Chitinase,17
CONCENTRATE RATIO,17
METHANE PRODUCTION,17
Vegetative growth,17
LEGUME SYMBIOSIS,17
GYPSUM,17
chromatography,17
humic acid,17
flavone,17
Runoff,17
intestine,17
ozone,17
APIGENIN,17
Asparagine,17
chlorophyll fluorescence,17
Crop sequence,17
miR398,17
Forisome,17
REFLECTANCE,17
RECONSTRUCTION,17
nodulation factor,17
CANOLA,17
forage mixture,17
COMPLETE GENOME SEQUENCE,17
TRANSCRIPTION FACTOR GENE,17
Root morphology,17
Seed production,17
MIR156,17
alfalfa chaff,17
BIOAVAILABILITY,17
crystal structure,17
Curculionidae,17
Disease resistance,17
Extension,17
Ammonium molybdate,17
PREDICTOR,17
SYMBIOTIC RHIZOBIA,17
soil N,17
NUCLEOTIDE POLYMORPHISM,17
Fibrolytic enzyme,17
Long day,17
arbuscular mycorrhiza,17
Longevity,17
chickpea,17
Biological nitrogen fixation,17
ALUMINUM,17
Aerobic exposure,17
exudation,16
Spissistilus festinus,16
Subsoil,16
Seed development,16
biofuel,16
IPD3L,16
NDVI,16
foliage,16
New Mexico,16
biological nitrogen fixation,16
ANTIOXIDANT CAPACITY,16
symbiosome,16
nodule development,16
Petroleum,16
JASMONIC ACID,16
OSMOTIC ADJUSTMENT,16
biotic stress,16
DISSIPATION,16
Wetland,16
NUTRIENT INTAKE,16
RMSD,16
plant growth regulator,16
seed size,16
formononetin,16
Genetic map,16
Annual Medic,16
ATMOSPHERE,16
trifolium,16
purifying selection,16
Calcium oxalate,16
soil water storage,16
Metabolomic analysis,16
NODC,16
Heterogeneity,16
enterica,16
genetic engineering,16
greenhouse gas,16
NORTHWEST,16
Microbial protein synthesis,16
ULTRASOUND,16
temperature stress,16
runoff,16
evapotranspiration,16
ruminal pH,16
internode length,16
MtCRE1,16
grass silage,16
Nodule activity,16
qPCR,16
NOV,16
ROOT BIOMASS,16
SEQUENTIAL TREATMENT,16
Sucrose phosphate synthase,16
surfactant,16
biochanin A,16
flood,16
genetic correlation,16
Timothy,16
SELENIUM,16
thymol,16
SMOOTH BROMEGRASS,16
jasmonic acid,16
grain legume,16
CUTICLE,16
perennial forage crop,16
Honey bee,16
root exudate,16
DISRUPTION,16
Alfalfa seeds,16
honey bee,16
image analysis,16
transcript profiling,16
Oryza sativa,16
HAYLAGE,16
SWITCHGRASS,16
CLA,16
MLO,16
Root architecture,16
pistil,16
photoperiod,16
lateral root formation,16
moisture concentration,16
secondary metabolism,16
Embryogenesis,16
GENERALIST,16
MYCORRHIZAL INOCULATION,16
rape,16
Oxalate,16
Energy consumption,16
crop management,16
COASTAL,16
dicot,16
Leaf area index,16
PHAGE,16
MOLECULAR CHARACTERIZATION,16
ATR,16
CONFORMATION,16
Leaching,16
MUREX,16
spring wheat,16
TOBACCO,16
PLANT GENE,16
DUODENUM,16
confocal microscopy,16
immune system,16
seed set,16
CHLORIDE,16
microbial biomass,16
MICROFLORA,16
Crop yield,16
Therioaphis trifolii,16
CHLOROPHYLL CONTENT,16
Root nodule bacteria,16
PERMEABILITY,16
boundary,16
Rhizobium inoculation,16
browse,16
heart,16
ANTAGONIST,16
Sodium nitroprusside,16
CLE peptide,16
adoption,15
PHENOLOGY,15
Stipule,15
Effective degradability,15
TERRESTRIAL,15
Respiration,15
Glycine soja,15
MORPHOGENESIS,15
transgenic tobacco,15
DISSECTION,15
LTSV,15
feed value,15
methane production,15
METABOLIZABLE ENERGY,15
RICH WATER,15
Association mapping,15
In vitro digestibility,15
SOIL CARBON,15
invertebrate,15
sprinkler irrigation,15
MUCOSA,15
WIDE ANALYSIS,15
Retrotransposon,15
NUTRIENT CONCENTRATION,15
serum,15
fermentation profile,15
MODIS,15
yak calf,15
SILAGE FERMENTATION,15
Stress factor,15
Gene Duplication,15
mapping,15
Lactic acid bacteria,15
Root nodule symbiosis,15
Decontamination,15
RDN1,15
cotton,15
alfalfa extract,15
vigor,15
Seeds,15
osmotic stress,15
PHYSICAL FORM,15
leaf extract,15
NADPH oxidase,15
alfalfa plant bug,15
Lactuca sativa,15
signaling,15
Hordeum vulgare,15
genetic relationship,15
WATER DEPLETION,15
Proteolysis,15
THALIANA,15
Mulberry,15
INTERPLAY,15
POTATO LEAFHOPPER,15
Deficit irrigation,15
Mutagenesis,15
arid environment,15
organic fertilizer,15
Rice straw,15
aglycone,15
clostridia,15
Transpiration,15
Ruminal fermentation,15
hypochlorite,15
LANDSCAPE,15
Turnover,15
TEMPERATE CLIMATE,15
Absorption,15
SYNTHASE GENE,15
Sinorhizobium meliloti infection,15
SCARIFICATION,15
Somatic embryo,15
inference,15
HYDROLYSATE,15
BREAST,15
HCL,15
Methionine,15
locust,15
enteric methane emission,15
growth inhibition,15
RUMEN,15
greenhouse gas emission,15
SPAIN,15
erosion,15
Inner Mongolia,15
Aphis craccivora,15
P deficiency,15
plant part,15
T. pratense,15
ENSILING PROCESS,15
water availability,15
energy metabolism,15
growth regulator,15
disease resistance,15
Enniatin,15
ABA treatment,15
livestock production,15
Medicago ruthenica,15
Weaning,15
ENERGY CONTENT,15
tomato,15
Thyme,15
Wisconsin,15
reconstitution,15
egg production,15
APPLE,15
roughage,15
broccoli,15
bromegrass,15
CHLOROSIS,15
LIST,15
sound wave,15
Phosphorylation,15
Parasitism,15
CHROMATIN,15
Plant tolerance,15
DRY HEAT,15
pigmentation,15
PARTIAL REPLACEMENT,15
attraction,15
Architecture,15
URBAN,15
Autopolyploid,15
Total cholesterol,15
reporter gene,15
in vivo digestibility,15
Polyethylene glycol,15
ENTERICA,15
LONGEVITY,15
homeobox,15
LOW PH,15
Differential expression,15
WUS,15
detoxification,15
TUBER,15
SENSILLA,14
Aphididae,14
organic amendment,14
proliferation,14
ROCK,14
ACID PRODUCTION,14
Soil texture,14
Crop coefficient,14
nutrient content,14
melatonin,14
nodule organogenesis,14
Milk composition,14
Annual medic,14
Enzymatic hydrolysis,14
SEED DISPERSAL,14
MICROBIOME,14
restoration,14
Brassica juncea,14
Crosstalk,14
total phosphorus,14
METRIC,14
Resilience,14
acceptability,14
RNA sequencing,14
SEED SIZE,14
Mineral content,14
MONENSIN,14
MINERAL CONCENTRATION,14
Hydrogen gas,14
Rhizosphere soil,14
Water balance,14
genome sequence,14
herbage yield,14
matrine,14
Shear force,14
medicarpin,14
seed production,14
in vitro organic matter digestibility,14
methylation,14
RHIZOBIAL INFECTION,14
REVEGETATION,14
INFLOW,14
Dissipation,14
Rhizobium meliloti,14
Rhodes grass,14
protease activity,14
Silage quality,14
Zanhic acid,14
UNCERTAINTY,14
LARVAE,14
WUSCHEL,14
EXCRETA,14
sanitizer,14
WATER STATUS,14
ROOT DEVELOPMENT,14
Beef cattle,14
KNOXI,14
acquisition,14
synthetic auxin,14
remote sensing,14
Epicatechin,14
Solar radiation,14
multivariate analysis,14
PINE,14
1ST,14
OOMYCETE,14
MICROBIAL COMMUNITY COMPOSITION,14
energy source,14
rumen,14
Loess Plateau of China,14
DESICCATION,14
egg quality,14
IRRIGATED LUCERNE,14
OPTIMIZATION,14
soil texture,14
biosolid,14
biostimulant,14
Structural carbohydrate,14
black medick,14
LINOLENIC ACID,14
lablab,14
Alkali stress,14
Nodule metabolism,14
base temperature,14
parity,14
Nicotiana benthamiana,14
Na+ content,14
NaHCO3,14
arid region,14
INCEPTION,14
Poplar,14
Dryland,14
Polyamines,14
exopolysaccharide,14
equine,14
exopeptidase,14
myb transcription factor,14
Nitrogen retention,14
azotobacter,14
Tomato,14
essential oil,14
FOOTPRINT,14
CROP YIELD,14
DISPOSAL,14
BIRTH,14
PHOTOSYNTHATE,14
life cycle,14
Fusarium wilt,14
LUTEIN,14
COAT PROTEIN,14
classification,14
coat protein,14
ITS,14
Alfalfa nodulation,14
lipopolysaccharide,14
photosynthetic activity,14
Forage grass,14
physiology,14
TRANSCRIPTION FACTOR FAMILY,14
